Name,Team,Level,Age,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,Spd,BABIP,wSB,wRC,wRAA,wOBA,wRC+,PlayerId
Travis Taijeron,LAD,AAA,29-30,771,0.125810635,0.356679636,0.352727272,0.247311827,0.35927367,0.483870967,0.843144637,0.23655914,4.516959518,0.365217391,-1.291367823,121.0048176,17.81795636,0.366218221,117.2191766,11935
Cody Asche,NYM,"AA,AAA",28-29,459,0.117647058,0.261437908,0.45,0.2175,0.315904139,0.38,0.695904139,0.1625,4.471550568,0.278810408,-1.299261333,50.42344749,-6.279308137,0.313137302,88.56201938,11997
Nick Martini,OAK,AAA,28-29,659,0.151745068,0.180576631,0.840336134,0.312727272,0.418816388,0.45090909,0.869725478,0.138181818,3.844430767,0.374407582,0.551036518,117.6548101,25.24520461,0.38761222,127.1490945,12005
Jon Berti,TOR,"AA,AAA",28-29,476,0.111344537,0.153361344,0.726027397,0.294840294,0.391578947,0.454545454,0.846124401,0.15970516,7.944918554,0.333333333,2.618385021,78.90382316,20.31454776,0.380843303,134.1707228,12037
Kennys Vargas,MIN,AAA,27-27,533,0.108818011,0.249530956,0.436090225,0.23974082,0.326454033,0.425485961,0.751939994,0.185745141,0.362451734,0.284810126,-0.145085151,66.43831967,6.404824866,0.334218675,110.6687523,12101
Matt Skole,CHW,AAA,28-29,892,0.146860986,0.251121076,0.584821428,0.241610738,0.356902356,0.44295302,0.799855376,0.201342282,2.494624872,0.293522267,0.218167481,127.774463,18.08754175,0.352133004,115.9133713,12119
Juniel Querecuto,ARI,"AA,AAA",25-26,867,0.053056516,0.145328719,0.365079365,0.313043478,0.350694444,0.427329192,0.778023636,0.114285714,5.813139327,0.357459379,0.151823891,115.5501973,-2.850913707,0.34081317,100.1971801,12140
Jorge Bonifacio,KCR,AAA,25-26,558,0.080645161,0.238351254,0.338345864,0.239043824,0.302867383,0.428286852,0.731154235,0.189243028,5.585630548,0.280898876,-0.819976523,59.39724925,-23.14616924,0.308971962,73.24886401,12174
Jake Hager,MIL,"AA,AAA",25-26,746,0.084450402,0.225201072,0.375,0.262839879,0.326585695,0.442598187,0.769183882,0.179758308,5.00151053,0.313278008,0.543832092,94.20409663,-6.538418621,0.334305122,97.3861488,12198
Ryan Court,CHC,"A-,AAA",30-31,693,0.132756132,0.31024531,0.427906976,0.264505119,0.369408369,0.445392491,0.81480086,0.180887372,4.473852587,0.372881355,0.424388726,104.5040467,9.760035282,0.359639712,110.6638708,12268
Cory Spangenberg,SDP,AAA,27-28,571,0.08581436,0.290718038,0.295180722,0.314453125,0.378947368,0.517578125,0.896525493,0.203125,7.958093426,0.432024169,4.210350108,100.3217234,16.54701774,0.38190491,120.554152,12294
Jace Peterson,NYY,AAA,28-29,381,0.120734908,0.149606299,0.807017543,0.312121212,0.396325459,0.509090909,0.905416368,0.196969697,6.796742154,0.34962406,1.33203882,68.70887973,16.93025665,0.390190562,132.5218858,12325
Beau Taylor,OAK,AAA,28-29,635,0.160629921,0.262992125,0.610778443,0.247619047,0.373228346,0.382857142,0.756085488,0.135238095,4.002488332,0.34,0.39101731,87.44215125,-0.326233893,0.342344766,98.75550156,12384
Jason Krizan,DET,"AA,AAA",29-30,858,0.111888111,0.13053613,0.857142857,0.262599469,0.345433255,0.424403183,0.769836438,0.161803714,3.55152397,0.282504012,0.887764297,117.2523081,20.45311366,0.346590881,120.2370498,12394
Taylor Motter,MIN,"AA,AAA",28-29,649,0.107858243,0.214175654,0.503597122,0.195079086,0.286594761,0.34797891,0.634573671,0.152899824,4.989270626,0.223021582,-1.305299034,58.54599639,-18.84800818,0.288712851,75.79629866,12399
Jett Bandy,MIL,AAA,28-29,485,0.053608247,0.210309278,0.25490196,0.258064516,0.325726141,0.465437788,0.791163929,0.207373272,2.638326432,0.287539936,-0.435181917,64.48582659,-4.045653412,0.339317014,95.73868481,12508
Taylor Featherston,MIN,"AA,AAA",28-29,805,0.064596273,0.363975155,0.177474402,0.221914008,0.29052369,0.380027739,0.670551429,0.158113731,5.970944738,0.330097087,-0.380636574,81.92821397,-13.57170635,0.301063008,84.61831544,12590
Billy Burns,KCR,AAA,28-29,730,0.078082191,0.130136986,0.6,0.25621118,0.32027972,0.333850931,0.654130651,0.077639751,5.61028503,0.289090909,-0.252536488,69.95846553,-27.04046031,0.296776243,72.01994135,12701
Dillon Thomas,MIL,"A+,AA",25-26,560,0.092857142,0.266071428,0.348993288,0.267346938,0.351785714,0.426530612,0.778316326,0.159183674,6.344922552,0.355421686,-0.290450531,79.00170942,16.84322526,0.357615554,126.9973856,12719
Breyvic Valera,LAD,AAA,26-27,823,0.105710814,0.094775212,1.115384615,0.283333333,0.363190184,0.444444444,0.807634628,0.161111111,4.392675015,0.290996784,-3.415032416,121.6393421,13.33313981,0.355109398,111.7211537,12758
Andy Burns,TOR,AAA,28-28,474,0.120253164,0.175105485,0.686746987,0.274939172,0.363636363,0.469586374,0.833222737,0.194647202,3.790284296,0.301282051,-1.455749991,73.07536211,8.540840117,0.360914521,113.2345291,12779
Taylor Davis,CHC,AAA,28-29,650,0.109230769,0.146153846,0.747368421,0.260714285,0.343799058,0.348214285,0.692013343,0.0875,1.247743732,0.297826086,-0.946113281,72.40801591,-17.11908835,0.315195634,81.57726488,12782
Jose Osuna,PIT,"A+,AAA",25-26,447,0.093959731,0.170022371,0.552631578,0.305343511,0.369955156,0.48091603,0.850871186,0.175572519,4.027977996,0.347133757,0.126464872,70.33581537,18.16373575,0.373956146,135.4414923,12937
Socrates Brito,ARI,AAA,25-26,906,0.080573951,0.221854304,0.363184079,0.300486618,0.356906077,0.525547445,0.882453522,0.225060827,6.89215599,0.359663865,0.078854651,149.8070466,29.13763385,0.377233898,124.4940673,12944
Phillip Evans,NYM,AAA,25-26,784,0.099489795,0.147959183,0.672413793,0.274452554,0.357142857,0.477372262,0.834515119,0.202919708,3.555471539,0.288073394,-2.370155481,120.7299437,7.927868665,0.359243378,107.1643911,12950
Michael Perez,ARI,"A+,AAA",25-26,465,0.103225806,0.197849462,0.52173913,0.272506082,0.344086021,0.454987834,0.799073855,0.182481752,1.98192827,0.303921568,-1.394558753,65.05196155,3.352573332,0.347948942,105.8581798,12977
Charles Tilson,CHW,AAA,25-26,550,0.063636363,0.172727272,0.368421052,0.264822134,0.315018315,0.339920948,0.654939263,0.075098814,4.999535905,0.319512195,0.608191507,52.99385866,-15.02142069,0.29497989,76.52790222,12983
Kelby Tomlinson,SFG,"A+,AAA",28-29,582,0.077319587,0.216494845,0.357142857,0.266666666,0.325217391,0.31047619,0.635693581,0.043809524,4.174572486,0.348258706,-1.168085903,51.3591892,-31.7338389,0.289848071,63.22509809,13005
Mitch Walding,PHI,AAA,25-26,822,0.164233576,0.341849148,0.480427046,0.240298507,0.373479318,0.429850746,0.803330064,0.189552239,3.949281344,0.358904109,0.300450365,120.8412356,20.02629269,0.360532814,122.5669325,13006
John Andreoli,SEA,AAA,28-29,895,0.162011173,0.253631284,0.638766519,0.269387755,0.39217877,0.427210884,0.819389654,0.157823129,6.415490233,0.360887096,3.453194499,141.8450099,17.72621677,0.365476437,113.7623578,13012
Mikie Mahtook,DET,AAA,28-29,731,0.103967168,0.257181942,0.404255319,0.25588697,0.341563786,0.474097331,0.815661117,0.218210361,6.061704782,0.309692671,-0.822824016,105.5330856,13.43925097,0.353045865,114.6023217,13130
Luis Sardinas,BAL,"AA,AAA",25-26,505,0.061386138,0.154455445,0.397435897,0.248908296,0.298387096,0.340611353,0.638998449,0.091703057,2.948679898,0.287598944,-2.671583994,46.11078108,-12.38019024,0.287663458,77.97795377,13153
Robel Garcia,CHC,"AA,AAA",26-26,388,0.108247422,0.30927835,0.35,0.284023668,0.368556701,0.585798816,0.954355517,0.301775148,4.076125841,0.355670103,-1.140393683,72.15360836,17.61021806,0.397589002,135.334405,13167
Tyler Goeddel,LAD,"AA,AAA",25-26,494,0.093117408,0.251012145,0.370967741,0.214285714,0.298780487,0.311059907,0.609840394,0.096774193,5.249410843,0.284789644,-0.655966388,42.80215913,-13.4720172,0.283219173,76.46197757,13180
Michael Reed,ATL,"AA,AAA",25-26,464,0.148706896,0.256465517,0.579831932,0.32642487,0.435344827,0.497409326,0.932754153,0.170984456,4.220714439,0.443579766,0.903931694,88.00858604,32.92261403,0.416844046,163.6449563,13228
Jacob Wilson,WSN,"AA,AAA,R",27-28,683,0.105417276,0.175695461,0.6,0.288624787,0.36617647,0.475382003,0.841558473,0.186757216,2.797599523,0.322440087,-0.463944016,106.5489707,20.31133001,0.364209599,121.5622644,13254
Zach Vincej,SEA,AAA,27-28,829,0.068757539,0.154402895,0.4453125,0.258322237,0.315917375,0.370173102,0.686090477,0.111850865,3.446998481,0.292682926,-2.732027401,85.85628177,-24.59893499,0.305535417,77.67673368,13269
Joey Rickard,BAL,AAA,27-28,457,0.120350109,0.15536105,0.774647887,0.305912596,0.396061269,0.498714652,0.894775921,0.192802056,4.801008332,0.342948717,-0.226005352,80.17643196,19.61669748,0.384618271,131.1989816,13277
Darnell Sweeney,TOR,"AA,AAA",27-28,485,0.082474226,0.350515463,0.235294117,0.229166666,0.298755186,0.395833333,0.694588519,0.166666667,5.860266311,0.335968379,-1.664175322,51.29333034,-5.394428556,0.309574586,91.68484187,13284
Peter O'Brien,LAD,"A+,AA,AAA",27-28,716,0.131284916,0.336592178,0.390041493,0.217886178,0.324022346,0.481300813,0.805323159,0.263414635,1.71266522,0.263636363,-0.444615359,98.80323888,3.295552209,0.345840897,105.3405851,13288
Ildemaro Vargas,ARI,AAA,26-27,709,0.057827926,0.071932299,0.803921568,0.328290468,0.368124118,0.468986384,0.837110502,0.140695916,5.875635873,0.343801652,-0.228349142,111.753308,16.54252133,0.366707979,116.3144967,13324
Deven Marrero,ARI,"AAA,R",27-28,515,0.099029126,0.234951456,0.421487603,0.243421052,0.319607843,0.405701754,0.725309597,0.162280702,5.329568753,0.295950155,1.094322873,58.23798815,-17.35204021,0.314305562,76.9917629,13325
Wynton Bernard,CHC,"AA,AAA",27-28,417,0.076738609,0.184652278,0.415584415,0.253968253,0.31553398,0.38095238,0.69648636,0.126984127,8.070383491,0.307432432,2.777526294,44.57734867,-9.452412489,0.311393435,84.85828552,13408
Cameron Perkins,SEA,"A-,AAA",27-28,741,0.067476383,0.163292847,0.41322314,0.267857142,0.329729729,0.438988095,0.768717824,0.171130953,5.161245207,0.29906542,0.8508911,96.00576565,-6.880199072,0.333831498,93.15681855,13444
Christian Lopes,TEX,"AA,AAA",25-26,1037,0.12632594,0.171648987,0.735955056,0.262857142,0.365310077,0.414857142,0.780167219,0.152,4.873086024,0.30058651,-1.248368381,147.1926746,11.05243128,0.350489621,108.8690408,13472
Dwight Smith Jr.,TOR,AAA,25-26,410,0.114634146,0.148780487,0.770491803,0.273239436,0.359413202,0.430985915,0.790399117,0.157746479,4.168538078,0.304498269,0.523724998,57.63629025,10.30441534,0.352838744,121.4894085,13473
Humberto Arteaga,KCR,AAA,24-25,747,0.044176706,0.141900937,0.311320754,0.295128939,0.326585695,0.389684813,0.716270508,0.094555874,3.775831096,0.331632653,-1.400997211,84.33640491,-19.03671205,0.316122892,81.81282506,13595
Patrick Wisdom,STL,AAA,26-27,874,0.109839816,0.271167048,0.405063291,0.263363754,0.347079037,0.496740547,0.843819584,0.233376793,4.479023604,0.319018404,1.840077252,131.8802515,8.998487322,0.35824969,108.1161062,13602
Jack Lopez,KCR,AAA,25-26,814,0.04054054,0.242014742,0.16751269,0.261273209,0.297263681,0.383289124,0.680552805,0.122015915,5.77266229,0.324770642,0.973527592,79.42525532,-29.02138726,0.298467153,72.98991983,13663
Tyrone Taylor,MIL,"AAA,R",24-25,871,0.064293915,0.184845005,0.347826086,0.276515151,0.330264672,0.486111111,0.816375783,0.20959596,6.253823807,0.305280528,1.756590463,123.7622734,2.656101288,0.349225869,102.8758399,13675
Christopher Bostick,PIT,"AAA,R",25-26,851,0.076380728,0.216216216,0.353260869,0.275590551,0.338078291,0.417322834,0.755401125,0.141732283,4.870435847,0.341549295,-0.146739444,107.7441348,0.092448218,0.333853491,101.5442678,13718
Elier Hernandez,KCR,"AA,AAA",23-24,956,0.05543933,0.234309623,0.236607142,0.267045454,0.314405888,0.369318181,0.683724069,0.102272727,4.511495941,0.341538461,-2.906072685,97.25658085,-32.520376,0.304389496,76.49086629,13750
Rob Refsnyder,TBR,"AAA,R",27-28,556,0.088129496,0.241007194,0.365671641,0.301010101,0.367567567,0.458585858,0.826153425,0.157575757,2.575436519,0.383522727,-0.894055154,83.98666467,13.09368216,0.360461523,118.7054764,13770
Matt Reynolds,WSN,"A-,AAA",27-28,812,0.130541871,0.210591133,0.61988304,0.283646888,0.383189122,0.47756874,0.860757862,0.193921852,5.369829043,0.349206349,0.555962827,134.8832735,26.66588142,0.374567276,124.5090896,13788
Eric Stamets,CLE,AAA,26-27,596,0.075503355,0.244966442,0.308219178,0.225140712,0.294217687,0.350844277,0.645061964,0.125703565,6.727022402,0.288359788,2.589124125,53.94745908,-20.87152257,0.289076825,71.79296836,13795
Anthony Bemboom,COL,"A+,AAA,R",28-29,386,0.113989637,0.196891191,0.578947368,0.241791044,0.332467532,0.370149253,0.702616785,0.128358209,2.49496337,0.287401574,-0.514080538,43.39890362,-8.077297653,0.314315584,83.17168028,13854
Mike Miller,BOS,AAA,28-29,673,0.087667161,0.147102526,0.595959595,0.268781302,0.334828101,0.34390651,0.678734611,0.075125208,3.48913967,0.308,-1.073277282,70.51791191,-12.62109229,0.308032983,86.395775,13891
Tyler Heineman,MIL,"AA,AAA",27-28,569,0.107205623,0.124780316,0.859154929,0.293634496,0.379003558,0.468172484,0.847176042,0.174537988,4.538505801,0.311881188,0.996773785,92.22409855,16.62465887,0.367943341,119.9391277,13897
Seth Mejias-Brean,SEA,"AA,AAA",27-28,986,0.087221095,0.176470588,0.494252873,0.285231116,0.351926977,0.412626832,0.764553809,0.127395716,4.245171842,0.332855093,-0.591443038,132.3359135,-3.865284854,0.338480084,96.62046793,13905
Sherman Johnson,LAA,"AA,AAA",27-28,491,0.132382892,0.242362525,0.546218487,0.246411483,0.349075975,0.382775119,0.731851094,0.136363636,5.765825046,0.324232081,-1.30837527,61.96053173,-2.335861713,0.331199818,96.28219148,13906
Patrick Kivlehan,NYM,"AA,AAA",28-29,951,0.085173501,0.246056782,0.346153846,0.275088547,0.348421052,0.537190082,0.885611134,0.262101535,3.905437962,0.319787985,-0.969537971,157.0060809,32.05134296,0.377696828,126.4460119,13910
Rio Ruiz,ATL,"AA,AAA",24-25,565,0.072566371,0.166371681,0.436170212,0.267307692,0.31858407,0.388461538,0.707045608,0.121153846,3.977327028,0.307142857,-0.141153853,62.10037112,-1.850213859,0.314714537,96.90051138,14103
Eric Haase,CLE,AAA,25-26,878,0.083143507,0.324601366,0.25614035,0.231162196,0.300571428,0.476372924,0.776944352,0.245210728,4.605521713,0.289130434,-0.054625692,111.9268649,3.605168248,0.333593818,103.1957619,14111
Ramon Torres,KCR,"AA,AAA",25-26,642,0.051401869,0.151090342,0.340206185,0.239057239,0.279620853,0.368686868,0.648307721,0.129629629,4.735133429,0.268839103,-1.426611873,57.07799874,-23.7888961,0.28765064,69.850705,14113
Daniel Vogelbach,SEA,AAA,25-25,378,0.203703703,0.156084656,1.305084745,0.289562289,0.433862433,0.545454545,0.979316978,0.255892256,1.177927005,0.298642533,-0.560635742,77.41419417,28.07037893,0.42589335,156.8873298,14130
Tim Lopes,TOR,AAA,24-25,805,0.077018633,0.161490683,0.476923076,0.289835164,0.344099378,0.421703296,0.765802674,0.131868132,6.086999529,0.333333333,0.923602014,105.4461324,-0.894251047,0.33442357,98.58692676,14137
Jose Rondon,CHW,AAA,24-25,419,0.062052505,0.248210023,0.25,0.243523316,0.294258373,0.468911917,0.76317029,0.225388601,4.806521374,0.279245283,-1.207889613,52.21640701,3.071303529,0.333695287,107.6055979,14140
Andrew Velazquez,TBR,"AA,AAA,R",23-24,717,0.066945606,0.248256624,0.269662921,0.269288956,0.324475524,0.443267776,0.7677433,0.17397882,7.673938501,0.341252699,3.13583282,94.23057091,8.078638831,0.340159014,108.6787282,14196
Alfredo Gonzalez,CHW,"AA,AAA",25-26,482,0.103734439,0.238589211,0.434782608,0.237529691,0.320754716,0.311163895,0.631918611,0.073634204,2.291686191,0.314754098,-1.394041695,46.02629399,-9.360947947,0.296489805,83.66481501,14267
Jason Coats,TBR,AAA,28-29,789,0.055766793,0.240811153,0.231578947,0.248294679,0.293147208,0.454297407,0.747444615,0.206002728,4.494922938,0.288759689,0.389333764,92.46926605,-4.934483867,0.322344825,95.87343417,14282
Anthony Alford,TOR,"A+,AAA,R",23-24,776,0.085051546,0.277061855,0.306976744,0.249275362,0.329032258,0.379710144,0.708742402,0.130434782,6.701898871,0.342672413,0.832292184,89.75960638,-5.341961568,0.319931447,94.03966277,14329
Dilson Herrera,CIN,"A+,AAA",24-25,760,0.090789473,0.257894736,0.352040816,0.267751479,0.343873517,0.48224852,0.826122037,0.214497041,4.380589258,0.328888888,-0.511003676,111.7986012,15.20576564,0.357310677,116.8585732,14335
Raimel Tapia,COL,AAA,24-24,473,0.067653276,0.179704016,0.376470588,0.301843317,0.351812366,0.495391705,0.847204071,0.193548388,8.379211389,0.3539823,2.741209374,73.42196474,11.67692609,0.367712042,118.9115212,14350
Lewis Brinson,MIA,"AA,AAA",24-25,392,0.089285714,0.283163265,0.315315315,0.257225433,0.342710997,0.479768786,0.822479783,0.222543353,7.585293861,0.330275229,0.84559367,58.29826348,0.927138676,0.349923179,100.1473517,14352
Joey Meneses,PHI,AAA,26-26,536,0.074626865,0.20522388,0.363636363,0.310975609,0.360074626,0.510162601,0.870237227,0.199186992,1.92962184,0.358126721,-0.156509178,86.08724004,25.71584564,0.380470498,142.596077,14366
